vehicle_id,ev_model_name,battery_pack_id,age_months,odometer_km,fast_charging_share,avg_daily_km,avg_temperature,voltage_mean,current_mean,soh_percent,rul_months,rul_cycles,rul_cycles
EV1670,Hyundai Kona EV,BAT010,81,139296,26,57.3,36.99,373.93,139.89,62.37,6.8,466,466
EV1671,BYD Atto 3,BAT049,7,12535,64,59.7,29.83,412.46,226.52,94.98,99.9,465,465
EV1672,MG ZS EV,BAT003,67,45498,9,22.6,33.09,396.32,272.18,60,0,464,464
EV1673,BMW i4,BAT005,82,127607,50,51.9,21.48,408.63,262.84,60,0,463,463
EV1674,Mahindra XUV400,BAT023,88,68331,16,25.9,40.35,350.56,274.29,60,0,462,462
EV1675,Kia EV6,BAT011,28,49955,63,59.5,20.2,415.33,259.79,90.77,87.9,461,461
EV1676,Tata Nexon EV,BAT020,25,48834,67,65.1,22.03,404.39,296.83,85.69,73.4,460,460
EV1677,Tesla Model 3,BAT036,28,43704,58,52,29.6,383.92,278.21,91.39,89.7,459,459
EV1678,BYD Atto 3,BAT016,76,65780,9,28.9,33.72,358.91,197.18,60,0,458,458
EV1679,Hyundai Kona EV,BAT003,33,48847,20,49.3,42.72,383.72,238.66,80.78,59.4,457,457
EV1680,Kia EV6,BAT019,47,71126,9,50.4,20.74,413.55,149.94,81.15,60.4,844,844
EV1681,Tata Nexon EV,BAT024,40,46706,46,38.9,37.48,382.3,296.27,77.18,49.1,843,843
EV1682,Hyundai Kona EV,BAT044,76,98486,31,43.2,24.12,377.69,196.74,64.57,13.1,842,842
EV1683,Tesla Model 3,BAT039,35,52888,26,50.4,38.45,378.36,150.19,89.78,85.1,841,841
EV1684,Tata Nexon EV,BAT050,14,26271,26,62.5,25.58,389.97,225.14,89.67,84.8,840,840
EV1685,Hyundai Kona EV,BAT004,20,38174,32,63.6,22.55,357.65,120.23,94.24,97.8,839,839
EV1686,Tata Nexon EV,BAT001,31,40439,40,43.5,22.99,357.48,273.37,77.69,50.5,838,838
EV1687,Audi e-tron,BAT026,1,1792,13,59.7,30.72,409.31,263.73,98.82,110.9,837,837
EV1688,Kia EV6,BAT039,43,39912,13,30.9,33.86,373.26,216.1,82.13,63.2,836,836
EV1689,Audi e-tron,BAT012,63,120328,24,63.7,42.01,382.54,222.48,60.81,2.3,835,835
EV1690,Tesla Model 3,BAT031,61,41235,7,22.5,41.66,353.34,260.66,79.62,56.1,834,834
EV1691,Audi e-tron,BAT018,92,119307,11,43.2,29.12,396.3,114.52,68.02,22.9,833,833
EV1692,Tesla Model 3,BAT050,49,55374,8,37.7,41.42,390.62,288.06,74.27,40.8,832,832
EV1693,Audi e-tron,BAT038,37,41039,41,37,26.89,373.9,272.48,76.95,48.4,831,831
EV1694,Tesla Model 3,BAT013,94,174514,29,61.9,23.58,416.01,204.91,60.9,2.6,830,830
EV1695,BYD Atto 3,BAT003,62,90723,65,48.8,32.55,375.36,220.45,78.25,52.1,829,829
EV1696,Nissan Leaf,BAT017,59,100792,27,56.9,30.57,405.88,284.56,60,0,828,828
EV1697,MG ZS EV,BAT017,80,119028,14,49.6,37.72,358.95,135.49,81.88,62.5,827,827
EV1698,Tesla Model 3,BAT030,16,27102,28,56.5,41.95,395.79,299.26,93.04,94.4,826,826
EV1699,BYD Atto 3,BAT042,24,33438,28,46.4,40.52,393.5,234.31,89.93,85.5,825,825
EV1700,Mahindra XUV400,BAT014,96,57250,15,19.9,20.53,381.1,218.11,60.24,0.7,824,824
EV1701,Tesla Model 3,BAT042,90,92231,68,34.2,23.1,403.92,271.3,74.91,42.6,823,823
EV1702,Tesla Model 3,BAT015,33,20036,66,20.2,21.11,414.31,140.08,72.03,34.4,822,822
EV1703,Kia EV6,BAT042,15,18487,43,41.1,35.22,409.89,218.43,92.38,92.5,821,821
EV1704,Kia EV6,BAT043,23,34743,46,50.4,37.03,362.1,222.13,83.55,67.3,820,820
EV1705,BYD Atto 3,BAT018,13,20176,26,51.7,23.42,369.91,293.58,95.51,101.5,819,819
EV1706,BYD Atto 3,BAT030,52,102695,39,65.8,27.25,387.89,212.24,74.83,42.4,818,818
EV1707,BMW i4,BAT024,83,96523,61,38.8,39.9,363.44,170.73,60,0,817,817
EV1708,Tesla Model 3,BAT026,7,7751,70,36.9,40.58,401.75,241.55,94.09,97.4,816,816
EV1709,MG ZS EV,BAT021,29,48613,45,55.9,36.9,366.86,130.73,87.97,79.9,815,815
EV1710,Audi e-tron,BAT022,51,55237,11,36.1,20.22,387.11,242.44,62.12,6.1,814,814
EV1711,Tesla Model 3,BAT006,10,8316,59,27.7,43.35,410.15,126.07,93.4,95.4,813,813
EV1712,Audi e-tron,BAT042,52,101304,65,64.9,30.13,410.43,219.48,60,0,812,812
EV1713,Tata Nexon EV,BAT040,84,126461,59,50.2,29.13,350.57,257.45,76.67,47.6,811,811
EV1714,BYD Atto 3,BAT035,86,89878,28,34.8,44.07,374.05,240.8,60,0,810,810
EV1715,BMW i4,BAT017,51,53484,36,35,36.66,403.26,259.52,87.13,77.5,809,809
EV1716,Kia EV6,BAT013,74,147872,27,66.6,29.72,399.12,225.06,71.73,33.5,808,808
EV1717,Tesla Model 3,BAT036,44,30618,54,23.2,44.17,377.52,179.97,85.77,73.6,807,807
EV1718,Audi e-tron,BAT049,41,46682,17,38,41.98,362.35,123.84,71.82,33.8,806,806
EV1719,Kia EV6,BAT031,32,43299,37,45.1,39.73,379.12,183.86,88.91,82.6,805,805
EV1720,Nissan Leaf,BAT030,8,7014,20,29.2,33.89,394.02,172.51,97.6,107.4,804,804
EV1721,Kia EV6,BAT035,38,56850,38,49.9,35.18,365.8,275.15,69.81,28,803,803
EV1722,Kia EV6,BAT015,75,59312,37,26.4,34.63,363.39,113.48,63.77,10.8,802,802
EV1723,BYD Atto 3,BAT005,1,1913,48,63.8,36.97,402.17,159.79,98.04,108.7,801,801
EV1724,Tesla Model 3,BAT035,24,44927,17,62.4,42.85,398.12,141.87,89.06,83,800,800
EV1725,Hyundai Kona EV,BAT044,18,33284,42,61.6,40.87,414.32,171.09,91.75,90.7,799,799
EV1726,Kia EV6,BAT047,83,89965,27,36.1,30.07,356.56,119.63,60,0,798,798
EV1727,Tesla Model 3,BAT040,15,29583,13,65.7,36.6,369.37,275.21,95.84,102.4,797,797
EV1728,BMW i4,BAT011,22,26759,46,40.5,33.26,403.16,275.9,89.57,84.5,796,796
EV1729,BYD Atto 3,BAT047,26,30925,29,39.6,36.2,378.46,112.61,88.44,81.3,795,795
EV1730,Mahindra XUV400,BAT038,8,12422,53,51.8,32.76,372.02,181.46,92.61,93.2,794,794
EV1731,BMW i4,BAT001,73,123573,11,56.4,22.09,418.87,123.82,60,0,793,793
EV1732,Tesla Model 3,BAT042,6,3075,50,17.1,29.28,353.7,211.01,95.52,101.5,792,792
EV1733,Kia EV6,BAT039,2,2568,19,42.8,24.3,362.04,181.68,98.11,108.9,791,791
EV1734,Nissan Leaf,BAT037,2,2530,52,42.2,40.66,372.54,277.69,97.82,108.1,790,790
EV1735,Tata Nexon EV,BAT038,60,55948,19,31.1,25.52,368.65,202.3,69.41,26.9,789,789
EV1736,Tesla Model 3,BAT045,50,54639,40,36.4,34.6,357.08,209.3,73.81,39.5,788,788
EV1737,Tesla Model 3,BAT015,21,14747,46,23.4,24.49,365.37,112.95,89.58,84.5,787,787
EV1738,Kia EV6,BAT016,25,37127,52,49.5,26.53,408.92,121.56,87.17,77.6,786,786
EV1739,BYD Atto 3,BAT014,8,11268,55,47,43.88,405.35,288.02,94.63,98.9,785,785
EV1740,Nissan Leaf,BAT022,40,24159,8,20.1,31.52,372.39,133.27,73.95,39.9,980,980
EV1741,MG ZS EV,BAT029,52,32095,37,20.6,20.89,379.41,195.85,64.31,12.3,979,979
EV1742,Hyundai Kona EV,BAT012,59,30377,69,17.2,41.26,389.01,205.83,77.17,49.1,978,978
EV1743,Nissan Leaf,BAT039,35,48794,35,46.5,32.78,401.83,289.92,84.18,69.1,977,977
EV1744,BMW i4,BAT023,65,68330,54,35,34.43,417.83,130.83,78.94,54.1,976,976
EV1745,Kia EV6,BAT031,28,17522,9,20.9,25.46,360.23,124.38,93.49,95.7,975,975
EV1746,BYD Atto 3,BAT002,91,160177,18,58.7,32.16,397.75,127.89,60,0,974,974
EV1747,BMW i4,BAT017,20,25805,64,43,21.78,396.73,209.73,93.61,96,973,973
EV1748,Audi e-tron,BAT019,24,46753,7,64.9,42.54,386.32,291.99,94.54,98.7,972,972
EV1749,Tesla Model 3,BAT017,74,60979,8,27.5,38.49,386.2,150.89,60,0,971,971
EV1750,Audi e-tron,BAT009,55,35884,31,21.7,29.82,391.74,293.39,68.94,25.5,970,970
EV1751,Mahindra XUV400,BAT044,31,23302,53,25.1,28.47,419.6,175.38,91.67,90.5,969,969
EV1752,Tata Nexon EV,BAT015,30,39841,52,44.3,28.86,374.69,127.28,74.51,41.5,968,968
EV1753,MG ZS EV,BAT048,5,3064,16,20.4,23.15,354.82,154.05,97.93,108.4,967,967
EV1754,MG ZS EV,BAT040,52,29158,17,18.7,35.59,399.08,136.26,61.05,3,966,966
EV1755,Tata Nexon EV,BAT042,18,33576,68,62.2,42.87,393.45,298.5,90.23,86.4,965,965
EV1756,Hyundai Kona EV,BAT033,3,3774,13,41.9,34,392.8,142.14,97.23,106.4,964,964
EV1757,BMW i4,BAT002,68,105349,45,51.6,31.96,410.24,297.88,60,0,963,963
EV1758,Kia EV6,BAT012,12,10033,39,27.9,34.26,376.87,157.71,96.05,103,962,962
EV1759,Mahindra XUV400,BAT004,4,7097,6,59.1,36.26,373.18,221.44,97.91,108.3,961,961
EV1760,BYD Atto 3,BAT031,18,19757,39,36.6,42.18,405.41,237.53,86.01,74.3,960,960
EV1761,MG ZS EV,BAT040,64,112414,64,58.5,41.22,351.87,235.51,79.5,55.7,959,959
EV1762,MG ZS EV,BAT009,90,60279,68,22.3,20.24,381.94,125.46,65.46,15.6,958,958
EV1763,Tesla Model 3,BAT029,55,91305,38,55.3,27.31,402.72,151.87,86.74,76.4,957,957
EV1764,Nissan Leaf,BAT024,24,21843,66,30.3,25.42,392.11,207.77,85.44,72.7,956,956
EV1765,Mahindra XUV400,BAT013,39,36416,53,31.1,26.98,401.78,217.39,71.03,31.5,955,955
EV1766,Hyundai Kona EV,BAT044,14,22611,5,53.8,24.02,402.65,121.63,89.89,85.4,954,954
EV1767,BYD Atto 3,BAT016,62,39682,66,21.3,34.95,368.77,140.86,66.57,18.8,953,953
EV1768,MG ZS EV,BAT038,86,104635,48,40.6,31.32,366.79,190.97,73.79,39.4,952,952
EV1769,BYD Atto 3,BAT029,12,13692,18,38,22.76,414.18,165.63,92.56,93,951,951
EV1770,MG ZS EV,BAT021,59,84166,65,47.6,21.75,395.65,266.66,61.83,5.2,950,950
EV1771,Audi e-tron,BAT037,66,66168,17,33.4,20.73,356.2,109.86,60.18,0.5,949,949
EV1772,Mahindra XUV400,BAT009,66,91509,51,46.2,37.73,390.33,269.48,65.7,16.3,948,948
EV1773,Mahindra XUV400,BAT015,95,93286,70,32.7,36.16,361.76,247.22,60,0,947,947
EV1774,Mahindra XUV400,BAT050,82,69934,29,28.4,35.84,405.93,166.76,60,0,946,946
EV1775,Tesla Model 3,BAT014,63,34370,38,18.2,40.09,416.7,248.98,78.31,52.3,945,945
EV1776,Kia EV6,BAT041,45,48398,41,35.9,36.39,418.99,190.71,67.61,21.7,944,944
EV1777,Tesla Model 3,BAT039,10,7977,27,26.6,43.73,360.48,267.16,91.86,91,943,943
EV1778,Audi e-tron,BAT008,57,113613,22,66.4,39.16,365.71,181.98,60.75,2.1,942,942
EV1779,BMW i4,BAT039,68,121362,51,59.5,29.38,351.19,151.23,60,0,941,941
EV1780,Audi e-tron,BAT022,54,52717,13,32.5,23.97,368.44,211.11,70.75,30.7,940,940
EV1781,Hyundai Kona EV,BAT002,3,3407,23,37.9,22.16,377.61,231.66,97.28,106.5,939,939
EV1782,Mahindra XUV400,BAT004,8,8274,46,34.5,23.44,398.45,279.4,92.88,93.9,938,938
EV1783,Audi e-tron,BAT025,58,41353,65,23.8,24.65,387.41,113.62,79.06,54.5,937,937
EV1784,MG ZS EV,BAT025,49,30276,19,20.6,44.61,372.29,173.04,73.09,37.4,936,936
EV1785,Tesla Model 3,BAT037,1,1953,45,65.1,34.6,409.64,183.77,97.9,108.3,935,935
EV1786,Kia EV6,BAT010,30,53138,44,59,24.98,354.77,113.08,79.04,54.4,934,934
EV1787,Tesla Model 3,BAT023,35,18679,40,17.8,32.56,372.81,122.04,72.58,35.9,933,933
EV1788,Tesla Model 3,BAT029,27,39471,22,48.7,40.16,386.48,113.41,91.92,91.2,932,932
EV1789,Kia EV6,BAT036,43,69382,67,53.8,27.22,376.33,168.88,71.66,33.3,931,931
EV1790,Audi e-tron,BAT013,61,46575,23,25.5,29,364.25,165.46,71.05,31.6,930,930
EV1791,MG ZS EV,BAT038,56,37301,42,22.2,30.98,382.4,142.94,85.84,73.8,929,929
EV1792,MG ZS EV,BAT025,49,31603,6,21.5,37.06,400.88,282.04,75.17,43.3,928,928
EV1793,MG ZS EV,BAT032,17,21246,43,41.7,31.44,412.67,256.39,92.52,92.9,927,927
EV1794,Audi e-tron,BAT049,56,81084,39,48.3,31.22,391.29,150.61,78.8,53.7,926,926
EV1795,Hyundai Kona EV,BAT007,53,58641,44,36.9,40.02,366.01,136.71,80.73,59.2,925,925
EV1796,BMW i4,BAT046,14,26843,25,63.9,44.35,357.99,286.04,94.88,99.7,924,924
EV1797,Audi e-tron,BAT044,58,110709,29,63.6,30.68,361.25,120.96,66.11,17.5,923,923
EV1798,MG ZS EV,BAT028,92,181324,45,65.7,32.12,376.87,216.07,65,14.3,922,922
EV1799,MG ZS EV,BAT022,62,105724,62,56.8,33.53,379.22,237.76,82.45,64.1,921,921
EV1800,BYD Atto 3,BAT049,46,83153,50,60.3,30.59,410.01,229.73,82.34,63.8,1112,1112
EV1801,Hyundai Kona EV,BAT009,3,4191,45,46.6,41.47,408.26,131.7,97.1,106,1111,1111
EV1802,BMW i4,BAT044,94,107228,15,38,44.78,378.46,211.3,60,0,1110,1110
EV1803,BMW i4,BAT030,75,133290,29,59.2,26.5,371.71,218.25,60,0,1109,1109
EV1804,BMW i4,BAT018,10,8384,52,27.9,26.21,408.4,250.65,92.86,93.9,1108,1108
EV1805,BMW i4,BAT007,84,83603,35,33.2,35.81,390.8,103.18,75.72,44.9,1107,1107
EV1806,Tata Nexon EV,BAT001,26,28869,28,37,34.34,371.34,205.76,78.38,52.5,1106,1106
EV1807,BMW i4,BAT020,90,138681,18,51.4,23.8,354.43,173.58,76.41,46.9,1105,1105
EV1808,Kia EV6,BAT023,24,25124,70,34.9,36.48,392.42,140.19,83.61,67.5,1104,1104
EV1809,BYD Atto 3,BAT050,36,45163,40,41.8,42.68,408.88,253.62,84.06,68.7,1103,1103
EV1810,MG ZS EV,BAT006,2,2912,53,48.5,39.36,402.2,115.23,97.48,107.1,1102,1102
EV1811,Mahindra XUV400,BAT016,93,121429,46,43.5,44.93,362.36,195.2,60,0,1101,1101
EV1812,Mahindra XUV400,BAT003,13,23111,27,59.3,26.74,366.6,186.22,96.27,103.6,1100,1100
EV1813,Tesla Model 3,BAT023,81,84703,20,34.9,25.99,415.25,111.29,65.14,14.7,1099,1099
EV1814,BMW i4,BAT031,18,32381,40,60,28.27,378.32,236.62,94.83,99.5,1098,1098
EV1815,MG ZS EV,BAT017,69,79545,24,38.4,27.97,404.63,146.57,69.99,28.5,1097,1097
EV1816,MG ZS EV,BAT044,37,21243,48,19.1,26.61,350.18,115.01,77.65,50.4,1096,1096
EV1817,BYD Atto 3,BAT041,46,79936,45,57.9,38.39,412.62,196.99,89.18,83.4,1095,1095
EV1818,Nissan Leaf,BAT047,95,67683,38,23.7,32.17,369,223.74,60,0,1094,1094
EV1819,BYD Atto 3,BAT006,65,82156,11,42.1,20.85,362.61,249.1,67.8,22.3,1093,1093
EV1820,Kia EV6,BAT035,67,41654,64,20.7,24.67,419.43,216.37,75.81,45.2,1092,1092
EV1821,Hyundai Kona EV,BAT028,26,15313,54,19.6,26.07,380.26,251.91,84.44,69.8,1091,1091
EV1822,BMW i4,BAT002,5,6384,24,42.6,43.41,400.02,135.67,97.27,106.5,1090,1090
EV1823,Tata Nexon EV,BAT035,38,42492,20,37.3,42.26,401.82,198.87,77.04,48.7,1089,1089
EV1824,Mahindra XUV400,BAT037,28,37287,35,44.4,35.97,354.65,106.95,86.61,76,1088,1088
EV1825,Audi e-tron,BAT036,41,35226,18,28.6,30.74,376.67,106.44,84.91,71.2,1087,1087
EV1826,Hyundai Kona EV,BAT010,15,23809,32,52.9,41.22,399.56,266.27,92.65,93.3,1086,1086
EV1827,Tata Nexon EV,BAT024,37,24637,52,22.2,29.68,375.14,230.99,86.16,74.7,1085,1085
EV1828,BYD Atto 3,BAT046,45,49270,58,36.5,39.68,366.91,289.9,74.43,41.2,1084,1084
EV1829,BYD Atto 3,BAT017,84,50673,17,20.1,42.5,377.37,196.73,62.93,8.4,1083,1083
EV1830,Mahindra XUV400,BAT030,69,85936,48,41.5,28.64,398.33,264.94,65.89,16.8,1082,1082
EV1831,Nissan Leaf,BAT037,68,75436,32,37,40.68,404.36,108.75,60,0,1081,1081
EV1832,Tata Nexon EV,BAT014,43,53173,8,41.2,37.84,401.44,191.62,76.09,46,1080,1080
EV1833,Hyundai Kona EV,BAT042,32,31586,30,32.9,39.22,376.06,287.88,80.7,59.1,1079,1079
EV1834,Tesla Model 3,BAT032,72,100193,50,46.4,24.47,411.95,145.5,79.71,56.3,1078,1078
EV1835,Tesla Model 3,BAT018,11,11986,7,36.3,34.38,401.23,235.55,92.04,91.5,1077,1077
EV1836,Tata Nexon EV,BAT019,88,167059,16,63.3,43.55,404.93,103.9,60,0,1076,1076
EV1837,Tata Nexon EV,BAT035,28,32354,33,38.5,39.06,412.94,109.53,88.41,81.2,1075,1075
EV1838,Audi e-tron,BAT020,58,95006,5,54.6,26.29,402.62,284.69,60,0,1074,1074
EV1839,MG ZS EV,BAT006,13,17700,32,45.4,42.07,396.34,231.13,89.43,84.1,1073,1073
EV1840,BYD Atto 3,BAT045,78,60854,67,26,26.47,418.89,134.22,81.08,60.2,1072,1072
EV1841,Hyundai Kona EV,BAT015,67,116742,13,58.1,22,374.73,231.45,77.9,51.1,1071,1071
EV1842,Nissan Leaf,BAT020,2,2935,29,48.9,25.86,386.84,172.46,98.55,110.1,1070,1070
EV1843,Audi e-tron,BAT047,95,158999,20,55.8,43.77,382.21,239.47,60,0,1069,1069
EV1844,MG ZS EV,BAT025,13,23052,32,59.1,44.86,399.09,202.22,90.35,86.7,1068,1068
EV1845,Hyundai Kona EV,BAT032,9,6276,13,23.2,41.43,392.44,272.58,94.04,97.3,1067,1067
EV1846,MG ZS EV,BAT039,54,90046,11,55.6,38.17,417.61,141.6,60,0,1066,1066
EV1847,Kia EV6,BAT026,12,15896,42,44.2,26.09,412.07,293.78,90.17,86.2,1065,1065
EV1848,Mahindra XUV400,BAT015,75,76784,19,34.1,28.58,393.91,139.87,60,0,1064,1064
EV1849,Mahindra XUV400,BAT029,5,3159,21,21.1,38.94,353.22,105.75,97.08,105.9,1063,1063
EV1850,Tata Nexon EV,BAT003,15,21214,34,47.1,21.63,405.27,159.27,90.8,88,1062,1062
EV1851,BMW i4,BAT020,89,119881,59,44.9,21.89,396.77,110.2,60,0,1061,1061
EV1852,Mahindra XUV400,BAT022,9,11825,60,43.8,38.1,380.47,266.31,92.8,93.7,1060,1060
EV1853,Tesla Model 3,BAT035,31,21942,10,23.6,33.03,390.69,178.16,83.88,68.2,1059,1059
EV1854,BMW i4,BAT010,7,4683,52,22.3,44.25,356.44,165.39,92.94,94.1,1058,1058
EV1855,BYD Atto 3,BAT032,50,40722,43,27.1,20.15,357.44,289.7,77.58,50.2,1057,1057
EV1856,Tesla Model 3,BAT007,35,50898,27,48.5,30.99,381.18,156.42,74.85,42.4,1056,1056
EV1857,Hyundai Kona EV,BAT022,54,80726,47,49.8,20.65,408.98,154.38,81.64,61.8,1055,1055
EV1858,Hyundai Kona EV,BAT043,57,77613,60,45.4,24.22,402.05,280.83,72.49,35.7,1054,1054
EV1859,BYD Atto 3,BAT009,42,54558,15,43.3,42.56,353.73,250.13,89.09,83.1,1053,1053
EV1860,Kia EV6,BAT011,48,85221,35,59.2,20.28,351.05,230.87,71,31.4,1048,1048
EV1861,Audi e-tron,BAT032,92,61559,57,22.3,30.25,398.19,126.32,60,0,1047,1047
EV1862,BMW i4,BAT040,20,29800,61,49.7,20.88,368.87,112.1,89.92,85.5,1046,1046
EV1863,BYD Atto 3,BAT030,79,71466,15,30.2,25.72,418.93,281.73,60,0,1045,1045
EV1864,Hyundai Kona EV,BAT040,12,18236,19,50.7,36.5,350.94,276.31,93.2,94.9,1044,1044
EV1865,Mahindra XUV400,BAT013,38,36359,44,31.9,22.79,394.85,169.44,81.53,61.5,1043,1043
EV1866,Mahindra XUV400,BAT038,43,82372,52,63.9,40.63,396.9,120.4,77.65,50.4,1042,1042
EV1867,Nissan Leaf,BAT047,20,35664,50,59.4,30.5,379.5,287.98,91.74,90.7,1041,1041
EV1868,Hyundai Kona EV,BAT004,34,59741,48,58.6,35.16,398.14,207.1,84.09,68.8,1040,1040
EV1869,Nissan Leaf,BAT023,72,106217,30,49.2,40.35,379.54,262.14,65.34,15.3,1039,1039
EV1870,Audi e-tron,BAT014,68,59207,46,29,22.27,376.98,240.25,60,0,1038,1038
EV1871,Nissan Leaf,BAT039,79,64356,21,27.2,34.51,367.84,166.06,61.87,5.3,1037,1037
EV1872,Nissan Leaf,BAT043,82,50397,46,20.5,25.7,385.97,101.48,73.66,39,1036,1036
EV1873,Kia EV6,BAT050,37,37696,23,34,33.78,378.72,153.08,75.65,44.7,1035,1035
EV1874,BYD Atto 3,BAT008,95,168044,26,59,31.58,405.15,160.05,60,0,1034,1034
EV1875,BYD Atto 3,BAT034,88,110323,45,41.8,44.98,402.45,235.13,60,0,1033,1033
EV1876,Mahindra XUV400,BAT007,90,60191,63,22.3,29.16,372.65,122.48,60,0,1032,1032
EV1877,Tata Nexon EV,BAT042,81,155041,27,63.8,24.84,398.23,124.59,73.28,37.9,1031,1031
EV1878,Hyundai Kona EV,BAT029,27,40687,24,50.2,38.25,361.38,256.36,82.16,63.3,1030,1030
EV1879,Hyundai Kona EV,BAT012,61,103806,40,56.7,38.67,361.81,155.83,81.75,62.1,1029,1029
EV1880,MG ZS EV,BAT002,71,114043,35,53.5,37.41,396.64,213.56,64.48,12.8,1028,1028
EV1881,Tata Nexon EV,BAT026,86,134029,35,51.9,25.69,357.13,147.76,60,0,1027,1027
EV1882,BMW i4,BAT013,69,63743,22,30.8,29.2,387.83,276.85,77.92,51.2,1026,1026
EV1883,Mahindra XUV400,BAT015,44,37691,32,28.6,38.58,397.41,242.76,79.53,55.8,1025,1025
EV1884,Kia EV6,BAT018,53,71865,7,45.2,29.75,395.4,264.18,65.86,16.7,1024,1024
EV1885,Audi e-tron,BAT007,58,66824,10,38.4,42.04,386.53,176.5,86.94,77,1023,1023
EV1886,Audi e-tron,BAT024,90,139964,46,51.8,39.83,371.88,100.89,77.72,50.6,1022,1022
EV1887,BYD Atto 3,BAT039,13,12934,68,33.2,38.6,417.79,166.49,87.65,79,1021,1021
EV1888,Kia EV6,BAT034,33,18111,26,18.3,24.13,358.26,186.66,85.47,72.8,1020,1020
EV1889,Hyundai Kona EV,BAT032,49,81529,34,55.5,25.83,373.56,266.94,75.33,43.8,1019,1019
EV1890,BYD Atto 3,BAT007,92,86996,51,31.5,34.01,406.62,133.12,60,0,1018,1018
EV1891,BMW i4,BAT021,3,3306,21,36.7,20.89,366.66,223.54,98.65,110.4,1017,1017
EV1892,MG ZS EV,BAT006,40,67152,11,56,39.82,385.06,248.01,71.57,33.1,1016,1016
EV1893,Mahindra XUV400,BAT021,48,72642,60,50.4,38.48,365.9,289.21,62.66,7.6,1015,1015
EV1894,Tesla Model 3,BAT032,63,124383,31,65.8,29.31,405.94,134.68,60,0,1014,1014
EV1895,Nissan Leaf,BAT005,70,38525,30,18.3,31.37,373.44,171.4,80.29,58,1013,1013
EV1896,Tata Nexon EV,BAT026,43,82281,21,63.8,30.52,367.19,294.48,69.21,26.3,1012,1012
EV1897,Nissan Leaf,BAT044,61,61248,22,33.5,42.68,372.51,168.77,84.28,69.4,1011,1011
EV1898,Tesla Model 3,BAT025,48,66825,66,46.4,26.39,352.25,280.79,81.44,61.3,1010,1010
EV1899,Mahindra XUV400,BAT012,63,39288,64,20.8,35.9,363.95,177.81,83.91,68.3,1009,1009
EV1900,BYD Atto 3,BAT044,72,142756,50,66.1,31.09,397.03,205.16,80.08,57.4,1008,1008
EV1901,BMW i4,BAT022,16,16444,46,34.3,36.78,374.97,140.24,87.56,78.7,1007,1007
EV1902,Tata Nexon EV,BAT050,93,110293,47,39.5,31.37,417.4,247.5,60,0,1006,1006
EV1903,Kia EV6,BAT027,35,58887,69,56.1,20.67,382.06,134.23,72.45,35.6,1005,1005
EV1904,BMW i4,BAT047,84,46128,68,18.3,29.06,392.88,206.76,77.47,49.9,1004,1004
EV1905,BYD Atto 3,BAT036,72,41212,26,19.1,39.56,356.16,250.16,65.27,15.1,1003,1003
EV1906,Mahindra XUV400,BAT032,32,19462,36,20.3,28.01,393.94,100.36,78.46,52.7,1002,1002
EV1907,Audi e-tron,BAT027,90,53769,10,19.9,33.89,397.98,160.5,60,0,1001,1001
EV1908,Nissan Leaf,BAT022,80,63801,55,26.6,24.29,393.94,209.52,60,0,1000,1000
EV1909,Tesla Model 3,BAT016,58,48995,11,28.2,26.68,355.42,161.48,77.06,48.7,999,999
EV1910,BYD Atto 3,BAT025,83,141173,44,56.7,38.72,400.63,189.71,60,0,998,998
EV1911,Kia EV6,BAT017,69,128296,51,62,29.43,377.63,232.53,60,0,997,997
EV1912,Kia EV6,BAT034,54,50952,7,31.5,20.28,374.78,191.54,65.12,14.6,996,996
EV1913,Kia EV6,BAT040,54,92817,29,57.3,21.56,389.04,285.25,60.5,1.4,995,995
EV1914,Audi e-tron,BAT044,61,109070,59,59.6,27.28,417.43,246.57,68.71,24.9,994,994
EV1915,BYD Atto 3,BAT044,96,115625,40,40.1,22.19,363.97,118.11,70.01,28.6,993,993
EV1916,BMW i4,BAT030,21,23595,27,37.5,44.28,384.46,144.41,82.54,64.4,992,992
EV1917,BYD Atto 3,BAT010,57,51140,9,29.9,28.42,411.67,128,60,0,991,991
EV1918,Hyundai Kona EV,BAT025,34,63367,10,62.1,42.93,381.23,131.84,78.67,53.3,990,990
EV1919,BYD Atto 3,BAT021,62,106707,68,57.4,26.81,377.97,150.35,85.25,72.1,989,989
EV1920,Tesla Model 3,BAT034,71,61862,57,29,41.85,399.17,164.54,60,0,1197,1197
EV1921,Nissan Leaf,BAT040,92,130196,12,47.2,42.76,399.56,203.62,66.88,19.7,1196,1196
EV1922,Nissan Leaf,BAT028,77,60310,10,26.1,30.16,356.47,285.23,60.19,0.5,1195,1195
EV1923,Audi e-tron,BAT034,60,117314,41,65.2,34.78,364.24,254.62,64.91,14,1194,1194
EV1924,BMW i4,BAT015,32,31988,29,33.3,22.29,351.13,273.41,76.63,47.5,1193,1193
EV1925,MG ZS EV,BAT032,60,82255,32,45.7,37.64,385.2,184.67,60,0,1192,1192
EV1926,Kia EV6,BAT033,86,96280,55,37.3,32.08,374.18,106.47,74.26,40.7,1191,1191
EV1927,BMW i4,BAT004,89,53562,50,20.1,20.92,361.38,227.8,60,0,1190,1190
EV1928,BMW i4,BAT039,86,100389,17,38.9,34.19,410.58,254.53,60.42,1.2,1189,1189
